aspsp_id,link
ERSTE_GROUP_BANK_AG_SANDBOX_GIBAATWGXXX,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_MUEHLVIERTEL_WEST_BANK_AG_SMWRAT21XXX,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_IMST_AG_SPIMAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_BLUDENZ_BANK_AG_SSBLAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
ERSTE_BANK_DER_OESTERREICHISCHEN_SPARKASSEN_AG_GIBAATWWXXX,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_BREGENZ_BANK_AG_SPBRAT2B,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_NIEDEROESTERREICH_MITTE_WEST_AG_SPSPAT21XXX,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_POYSDORF_AG_SPPDAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_SCHEIBBS_AG_SPSBAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_POLLAU_AG_SPPLAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_SALZKAMMERGUT_AG_SKBIAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
WALDVIERTLER_SPARKASSE_BANK_AG_SPWTAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_DER_STADT_FELDKIRCH_SPFKAT2B,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_DER_STADT_KITZBUHEL_SPKIAT2K,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_RIED_IM_INNKREIS_HAAG_AM_HAUSRUCK_SPRHAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_HAUGSDORF_SPHAAT21,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
SPARKASSE_MURZZUSCHLAG_AG_SPMZAT21XXX,https://www.fintechfutures.com/files/2017/02/Erste-Group-logo.png
COMDIRECT_COBADEHD,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAOEAAADhCAMAAAAJbSJIAAAAwFBMVEULHiX/9QAAACb/+wD/9wD/+gD//QAAGSX//wAHHCUAACcAGiUKHSUAGCUAFyUDGyUAFSYABiYADCYAECYABCYACyb58ADY0gumpRMAFCQAHSS3tBHv5wRXXR4NIiPW0QvNyA2zsRF0dxvj3Afw6ACWlhZlaR27uA+SkRkvOyGAghmenRU8RSFeYx12eRoqNiIfLiLEwA5KUh8jMSIYKCOsqhN/gRpscByMixotOiFCSyA5Qx9UWh9aYB0TKSF3eRvzO+B/AAAIuUlEQVR4nO2dCXPaPBCGzerABsf4whxxwGAgHLkgoZDz+///6jM0tE1DItmAZXX0zHSmk+m0frurlbQrrTRNoVAoFAqFQqFQKBQKhUKhUCgUCoVCoVAoFIoMmGde3YcPOJ5liP6so2CUPYCKMxmtZ8vLqBHHYRw3ovlyNl49VROhrmWYor8xO4blgDXpN+cDhBBFhOAdhKANQdSbPpkAdk30p2ah5sHZYjwPdZooK+0nkUr1IJq9PoBbFv3B6TA9aPfPQ0K/FPenTETDaHoLrjTj0rQARpcB4lD3SyWhpe7UA1sGkYYLV8tATyFvZ0pK5heeU/QhaTjuqotQWnk7S+rx+gGqokV8g+HU13FGee8i6aBZXI1G3VkP6CH6thpRqdmBQvqq5/4ID9b3rnHWcQq3DqjCdeMo+rYaafgDbNGSPmD6nXnq6PmtRtS4KpKrWvAjIEfU91Njs+WJFrbDv430YxrwHRq+QCFWAAbcHN2AP8F4Bmei5WmaDZdHizCfJNLGXV20QGcS0xPp20BKryB23oDViTx0ByZDkYPRrIyPOkfslUgvxa3iqrA8RQz9G9ptCZr9y978lEPwNyi+FTIzVr0oH4FJvIknAqxYhgbKSWAiMbjLfQlXbuUosJREm7wF1rwoX4F5zxgm5BRk3gX6efuoWVnmKjD/fRSM8xWY+6LGWZ18JfOHwPP8BdqTID+B+nn+LmpAmKMFBbioCZf5zRNIgItqcHOIwG1tjftPUwEuqlm3mQYhxgRRXafBIBwEKPkNJWylIsZg4qPd9DteTGgQnw9HEw8qW/z71/WyESD0rUoRUTTx0ameXl7c++9xU7g/232wWbXrAA+rZgN/XeWgPRECy28pfRTrwflFa3+Ft+YBPM1Cfb9TJAJFZIRhnspHMY371ndlT9MC9yXaVykW46KaN0ojEJPGil26Nu3KYo7//nvFuKhmeHGKwjUNV+BxZQJtWHQ/JnwECdTqU/4FNybNdp0702l/LHzoYsZgslwbcJuQxpNUH2k61vxX6pz2KmJSpPx7Jkx6qct/NViX8LtAQWluw+I1IQ76WYYRLGJSEjcGNc1fc5qQBE/ZjOB1YrQZg4IEGi3OTRMJ77Pmb88g0kW5qKa5fT4Tkvgue/a2Zk2Fnf1KltxcJsThAQI3U66wWpp1xWVCHNwX6wwFP7DkWbDhYOGK/tKMmMC1qUA3uWffj4W34nHSZENQuKNMvHBtm3BcjNMhWag9cDgpJleyRpnESfscCTbalHYQJk56yXZSHHaKei6UjdHm2PqSviP6O7NjLdiRNAkz0sZRTXM4dob0Rta5fgPHXIFDmU1ouuy9L50KP2J3AOVHZqIbBw/yBtLNbMgchmQu8VyYDMMmcxjSUWFOLGcBIpZCHLYLdOw8Pew8qeROarSYxUy6ljmSamfPLIEYP1miv/IQ2BUnPJB5ute0OjMVTCKph6HmDFmbQyLzzlDjmQ7pVOZVd6LwnKVQv5A3fbGBPeHrj5LdNf8Ldj5fl3tFo0GDqVDuyUIDZpKG/vMKyT+vUHovZY9DX3KFEVNhR/JYysy06c9Sby006DFXbdeSr2marJU3Gku9AdacMXNvsZR7b+EyD+zhbkX0Rx6Efc3c4wdyTxflCTOnj1+kDjWmz8y1oaHEtcOECvNEG+7KHWrYUz4e3MlcmNFgxjynIHd9VPNGzNoTjqTeXlTf2PVDcitzqsZ02Ecx0FDqWMNTxw/kPfGl8azbklgzltmI1hXHqbbQkngbbPJcB0JSG5HnhDAOJhLv9LkurZG5xHOiYfPcl6EjiRc27FzN1k87BWivlhH7guecN+nKOymafDfz6EzeeMqxv9j4KVlJK7F8y9XPBNMXaXf7nNe4cWlxiMSywKal3ivfPW48ePEz/yP2fa8tbBdmsktQOyu+Zh2L3l2od8X1EHR57lxsJdJMl2ST/8OngJRQoy5qUjXZldKdRNR00y9Ra/Bje9UZdWuiJLor7q4ftHufNt7YcP7eBQR1bUGOym/EzW3nVar76lV4+t3pFTVAULjhyLn99lQ9uuKOGYb/0PuzVS9qWGIc1WSfjvrTjHj2wDW7mY43HXyMYqjbFiPRfkrR5CkJOINmGyzGnrHqw57XBlDXEeOokK6bIEZ4+QzO2Zciqy7cjfe+NpCMRSFWNPyUvdq2T1ZMALzPQ9KwfbjrR+SLXtmo0RaSFPGuU3dMxDRoNFdvm5ePbKtWM4xa2fZ8gLPXYXdAvx7YqFsV4qhwmb4pJMYIBeHlbHrx/NZu1d4mL/8Ne3GAv2/1JWrSqLaz9RTcNmyj+k8oRRzt2hKJLRFj0XtJE08PAzU6IsYiDNO2bDtEYkuAoybzfo6tIWMRY7FazrG9p5hJw1vk2KI1GYsCwo0/OtmTFvskinh1Ln2DyEMkxp4AR63McuwGLWTSMFOuwQ+VKCADZ8B5ro5azb8gYkIvPyuiuC2g5GNC86Bn8tIIjFpCclMGzPKZNOjcFpSZMuEmB4lYXwosZsD1iR9D2mQJ1hWRxwOcq/i0y3ASjASff7Bb81O+iETj1Mnzo7PprHoqT8WoB0U4o7NJyJ/EjGSwKsjJB9trnuBJD0zn4h/O21GDxbHNiFGwKsLjh7+wYRwcc4VDcM91i3WGzIT73qfO6lnBNFoU6Z3Vd8qwiL54BSClPj0eFeyt3B2b7vFpXlT/wn4xb7d6AZiJxnnpgPGICW4UWN8WG66Wg4yrHExLlxcF17fBgk6/qzOqLvvMp8fje7ALr29Dza08jOPSvoc5vlCHEQ6bzxVBdd9MVB14XkcDyg48ePPOTmP4AoVYgabirA4Pr8NooH9ZSsOEUD3oNkeP4MvhnZ+o2T5UH1fNeYzRR2jyi4TR8uZZ88GTyDn3YJQ9gAp0FqvpeDicbRgOx+vVy13yU3CtmpzG+0zN9lzH8X0A8H3HqXt29V+RplAoFAqFQqFQKBQKhUKhUCgUCoVCoVAoFIrT8z/3nKQzae2XwAAAAABJRU5ErkJggg=="
COMDIRECT_SANDBOX_COBADEHD,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAOEAAADhCAMAAAAJbSJIAAAAwFBMVEULHiX/9QAAACb/+wD/9wD/+gD//QAAGSX//wAHHCUAACcAGiUKHSUAGCUAFyUDGyUAFSYABiYADCYAECYABCYACyb58ADY0gumpRMAFCQAHSS3tBHv5wRXXR4NIiPW0QvNyA2zsRF0dxvj3Afw6ACWlhZlaR27uA+SkRkvOyGAghmenRU8RSFeYx12eRoqNiIfLiLEwA5KUh8jMSIYKCOsqhN/gRpscByMixotOiFCSyA5Qx9UWh9aYB0TKSF3eRvzO+B/AAAIuUlEQVR4nO2dCXPaPBCGzerABsf4whxxwGAgHLkgoZDz+///6jM0tE1DItmAZXX0zHSmk+m0frurlbQrrTRNoVAoFAqFQqFQKBQKhUKhUCgUCoVCoVAoFIoMmGde3YcPOJ5liP6so2CUPYCKMxmtZ8vLqBHHYRw3ovlyNl49VROhrmWYor8xO4blgDXpN+cDhBBFhOAdhKANQdSbPpkAdk30p2ah5sHZYjwPdZooK+0nkUr1IJq9PoBbFv3B6TA9aPfPQ0K/FPenTETDaHoLrjTj0rQARpcB4lD3SyWhpe7UA1sGkYYLV8tATyFvZ0pK5heeU/QhaTjuqotQWnk7S+rx+gGqokV8g+HU13FGee8i6aBZXI1G3VkP6CH6thpRqdmBQvqq5/4ID9b3rnHWcQq3DqjCdeMo+rYaafgDbNGSPmD6nXnq6PmtRtS4KpKrWvAjIEfU91Njs+WJFrbDv430YxrwHRq+QCFWAAbcHN2AP8F4Bmei5WmaDZdHizCfJNLGXV20QGcS0xPp20BKryB23oDViTx0ByZDkYPRrIyPOkfslUgvxa3iqrA8RQz9G9ptCZr9y978lEPwNyi+FTIzVr0oH4FJvIknAqxYhgbKSWAiMbjLfQlXbuUosJREm7wF1rwoX4F5zxgm5BRk3gX6efuoWVnmKjD/fRSM8xWY+6LGWZ18JfOHwPP8BdqTID+B+nn+LmpAmKMFBbioCZf5zRNIgItqcHOIwG1tjftPUwEuqlm3mQYhxgRRXafBIBwEKPkNJWylIsZg4qPd9DteTGgQnw9HEw8qW/z71/WyESD0rUoRUTTx0ameXl7c++9xU7g/232wWbXrAA+rZgN/XeWgPRECy28pfRTrwflFa3+Ft+YBPM1Cfb9TJAJFZIRhnspHMY371ndlT9MC9yXaVykW46KaN0ojEJPGil26Nu3KYo7//nvFuKhmeHGKwjUNV+BxZQJtWHQ/JnwECdTqU/4FNybNdp0702l/LHzoYsZgslwbcJuQxpNUH2k61vxX6pz2KmJSpPx7Jkx6qct/NViX8LtAQWluw+I1IQ76WYYRLGJSEjcGNc1fc5qQBE/ZjOB1YrQZg4IEGi3OTRMJ77Pmb88g0kW5qKa5fT4Tkvgue/a2Zk2Fnf1KltxcJsThAQI3U66wWpp1xWVCHNwX6wwFP7DkWbDhYOGK/tKMmMC1qUA3uWffj4W34nHSZENQuKNMvHBtm3BcjNMhWag9cDgpJleyRpnESfscCTbalHYQJk56yXZSHHaKei6UjdHm2PqSviP6O7NjLdiRNAkz0sZRTXM4dob0Rta5fgPHXIFDmU1ouuy9L50KP2J3AOVHZqIbBw/yBtLNbMgchmQu8VyYDMMmcxjSUWFOLGcBIpZCHLYLdOw8Pew8qeROarSYxUy6ljmSamfPLIEYP1miv/IQ2BUnPJB5ute0OjMVTCKph6HmDFmbQyLzzlDjmQ7pVOZVd6LwnKVQv5A3fbGBPeHrj5LdNf8Ldj5fl3tFo0GDqVDuyUIDZpKG/vMKyT+vUHovZY9DX3KFEVNhR/JYysy06c9Sby006DFXbdeSr2marJU3Gku9AdacMXNvsZR7b+EyD+zhbkX0Rx6Efc3c4wdyTxflCTOnj1+kDjWmz8y1oaHEtcOECvNEG+7KHWrYUz4e3MlcmNFgxjynIHd9VPNGzNoTjqTeXlTf2PVDcitzqsZ02Ecx0FDqWMNTxw/kPfGl8azbklgzltmI1hXHqbbQkngbbPJcB0JSG5HnhDAOJhLv9LkurZG5xHOiYfPcl6EjiRc27FzN1k87BWivlhH7guecN+nKOymafDfz6EzeeMqxv9j4KVlJK7F8y9XPBNMXaXf7nNe4cWlxiMSywKal3ivfPW48ePEz/yP2fa8tbBdmsktQOyu+Zh2L3l2od8X1EHR57lxsJdJMl2ST/8OngJRQoy5qUjXZldKdRNR00y9Ra/Bje9UZdWuiJLor7q4ftHufNt7YcP7eBQR1bUGOym/EzW3nVar76lV4+t3pFTVAULjhyLn99lQ9uuKOGYb/0PuzVS9qWGIc1WSfjvrTjHj2wDW7mY43HXyMYqjbFiPRfkrR5CkJOINmGyzGnrHqw57XBlDXEeOokK6bIEZ4+QzO2Zciqy7cjfe+NpCMRSFWNPyUvdq2T1ZMALzPQ9KwfbjrR+SLXtmo0RaSFPGuU3dMxDRoNFdvm5ePbKtWM4xa2fZ8gLPXYXdAvx7YqFsV4qhwmb4pJMYIBeHlbHrx/NZu1d4mL/8Ne3GAv2/1JWrSqLaz9RTcNmyj+k8oRRzt2hKJLRFj0XtJE08PAzU6IsYiDNO2bDtEYkuAoybzfo6tIWMRY7FazrG9p5hJw1vk2KI1GYsCwo0/OtmTFvskinh1Ln2DyEMkxp4AR63McuwGLWTSMFOuwQ+VKCADZ8B5ro5azb8gYkIvPyuiuC2g5GNC86Bn8tIIjFpCclMGzPKZNOjcFpSZMuEmB4lYXwosZsD1iR9D2mQJ1hWRxwOcq/i0y3ASjASff7Bb81O+iETj1Mnzo7PprHoqT8WoB0U4o7NJyJ/EjGSwKsjJB9trnuBJD0zn4h/O21GDxbHNiFGwKsLjh7+wYRwcc4VDcM91i3WGzIT73qfO6lnBNFoU6Z3Vd8qwiL54BSClPj0eFeyt3B2b7vFpXlT/wn4xb7d6AZiJxnnpgPGICW4UWN8WG66Wg4yrHExLlxcF17fBgk6/qzOqLvvMp8fje7ALr29Dza08jOPSvoc5vlCHEQ6bzxVBdd9MVB14XkcDyg48ePPOTmP4AoVYgabirA4Pr8NooH9ZSsOEUD3oNkeP4MvhnZ+o2T5UH1fNeYzRR2jyi4TR8uZZ88GTyDn3YJQ9gAp0FqvpeDicbRgOx+vVy13yU3CtmpzG+0zN9lzH8X0A8H3HqXt29V+RplAoFAqFQqFQKBQKhUKhUCgUCoVCoVAoFIrT8z/3nKQzae2XwAAAAABJRU5ErkJggg=="
BANCA_EUROMOBILIARE_EUBAITM1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAALQAAAC0CAMAAAAKE/YAAAAAzFBMVEX///8COXkCOncFOXMDOXf8///1//8KOGqwy+h6m77K2+01W4gON2MDOXX5///u+P+VstIGOXASQHIiTXpngp+twtfl9v8NOWrt//8IOm94k7Hg7f1GZIi3zOFEZYbn8/8UNlxPcpouUXkiTHwVNlklTHe5y+PD1OjT4/MSPWo3WoJtjrEeR3OSr8+GpMa91e+ElqobNlM9WnorRmScrLxrgJt/l7OQpr6ftcxCZ5PT6f9Ye6Wmv96/2vjY6v9Jcp5EXHhfhK5yk7xXdZcdVO/xAAAH7klEQVR4nO2dC1fiOhDHpWlTBJLSIlsKIgLLo1BhH/cCCute1+//nW4eLRRFtzS1D0/+52RFFpPfdtN0MjMZLy6kpKSkpKSkpKSkpKQ0jGFehLWIzPBbOT+aGJGgcev7bS03+lGJdK1x66ttAipTsIn3YTqzqNC3jlIiUtVSSVHiNyqRnydNBdXIV9pRkhAdVlCfHfrWUeL/l/KJEZ4iAjobOmYLX+eUoQFQVSVGQ1zqAT0daK3107VE5A2HQxOlDI3/+fcqrtqr1Wq9Ge+GQC2lCU2oBe0FjFv3aUMTbEFdwLmFUr0RkxC+GyJh4tShyyNAzYA0p4c49MPAJEOmOqdfSiP7At6owq/ZDD4B3fphlrjJlRE0nnbH3e6YtTH9wl93J1SVyrTTM8gO46hvDd44mUJrnSvXPpaukz8sr+E1qvf32/llvVzpwHDnGryyxCeHADQe18zArggZRuyRDQAihrpte9ft5tQ4dK/BdrbQRr0GXhuN/C1CriK6x3B072nXwQfotaUmYDIJQNsnoEOWHGUnFpYzWk2DzbOGN0NVyRr6uK/Xz2dqr5vuvBJcazxuoGynxwnol72zKw7ceTBDtEoD5Aw61Ksa2qkg4K17/hidBkjZYIoJrajmbAn9nxoAlD306QfFwVXA1xT9ssMHgTMCLYicEjQCgy6f1bBv5gA6jPiy64OzANkrPqvh1knAOP04aDUErZjXfNlj24BcQEcQcHfMzwkXFigOtDPv0J/C9WFhoMmtWJ3SYfDOO+OfmjG0gqwmtVJx2TOLA604bbpUw1+jAkGXzFm5BeHjpVWY6UGErN+Lu8UT9TFlt906F1pFpjW0nLefonmEpkMhgER504ZOTmlBHx71ud0EfBJoNQnXgYROWxJ6r0PsMKEgXJrQzDmWxFY2LWhqjwLT9lwbJPIY/HBonxxY23q5vKiaCVN/HDS1oftLA8Mv9UYi4aG0oJnjAC9nZnGgVWsDiwYNUKNJnR24XAxo5qhB4H6iUU96caDJ2mFumdsA7gYJ+Do+HroU+ErpJ3FBoLmD160zrzS+axQH2hztyH2oXeBFMmH8j4cmzelPuKf0shjQDFxvc/c/gS7E9KD9OqMmD7TAeRLu3YSga0B56XbZW8+E2fWd/xfwKjfQeHlrO45jHom84eg6DeyPtrueHzyET0l4/xOB1nrr5+ubm+uj9swyw9abZqVj7PMPkomzJAJ9oRnGl9cyqI4zyWlEKy/Q7yWPHX0uV9BRlWvot7qR0ElDvyXYT3o7LnIj4jelHa8euYHWcG956gTKr4dOq9UKL3o5mh7a9D967sW2/ea/rtVub93BTXvcCT1ccgMNm7c6MINzK1QOzQ/zH+e6PdsFuW3wKTdPRGLlHdKKD2df/GQfRTUHOyOAzo3tYdR1tPeMvk5vI9va/sS38vJkmtrvQZcU5K5hoTYBfLt1xTwIBdsjXo/5HjGh/PSPhmZTxvR2bH4UxYXAb0V7wdaPYjlrnCc/m6ZaHGjfAVksr6kSuHrHRYJW9buiOdWJzPkjsfZguRhz2heo1h860+U2R7bH36GRaf1+2jacZPJpUoKmIQxivCYd+/xoaIUe+CxIbPwYvHDQNDlFOKVNQn+uJBUJLaEldKGgYy2H2UCTpdunLQB04NqhmW8Cpl/a0OxQLnCqv++H8U9xpQ7NQ/2byaTed+JSZwCtAq8MMYbL+7gzRAia93DWyCzjZstc1/BPXGe7SEAfxYM2PX4ONH6EID70LgY0T21q8xgBHMTdiMUPX5Rr/vQ4YzS62plVfjRRm7pxFz0R6NOnsN4z+sltCFzultTgxk59ycO/3DjQqtN/5BcaPmcAXRmd7+yiZ8ibPKiBvwycmMwC0A+z8welCYZ+khBe1mI7y+IHPx+fj690FEeB6lwHdRHgZXyDSyAdqK2fC43MRnMfEp2BDKCNJr2RzhoXuMHkoAseil00Q6BmTWXA6ldFHwrpV49B+Qm4tuMfJhFIvOrMdaAEhRoUv4QK/3bvDAv5xIhB2p8EUX5MS+7EdpcJ5HvA8cDx5+UxdFAh7xArJyu3CvTr8b6wJ37wzEygtd7ac4DCHybhSxoKOe8rxKjI7ncPNXdgOB0gTWhCXb+2dZPunNQDdChGzoNciFbccbz5MlQnCJIdQDbQF9iYrJ89WyezRPXnML3fwvNcZcWN3Nm8OYWHJCHt0UMCp5oFE69wr1K+m2+rDcsm7I6u81zTIOPUtq1Gtf+02C2PqkjR0kYip5pFs8U0DRqdaWXSbW4268Vi1fa1WhNtNs3uhBbselGvS2vdOMrRfZAutE+uaRgavV6vE4i87hmGgU+WRsO/WEWEbKH35O/mnB7E7A4BZ3uq9fICGTNWdrNI0BpuukAROSicBTTfs6QC/U6W5qm8zfC8Ph4AP7A9TxrQGv7WjChenJBXKJz6q0mowGnrD0t5SwW69XPUOK3hMHg1OvHeYEBao0o1m/WJ7ocAqUInnc8qMIz+IurA9UW2KX6JQvZekNrJkjqJqZIetMmtCWVf3PhNEQuVus2J5aGqrNEvgEfKEQqXX/SdPaHvI7SzoM/p+EQ7vr576PNrtJ8HzS5KgsAx26eHPremunLy8/xv0oHWWl91ICa+iKC/fSyCov5yAw1+r+lxRCvLhuXE6uVFnxF/jYQGu6vL3Gjdi8IsXp48UUX93ShSUlJSUlJSUlJSUlJSovoff4EZErGOKfUAAAAASUVORK5CYII="
FRIULADRIA_HBW_SANDBOX_BPPNIT2P,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/062011/friuladria.png?itok=G-kP4vO2
WIDIBA_SANDBOX_WIDIITMM,https://media.licdn.com/dms/image/C4E0BAQE2-IDLu3Alsg/company-logo_200_200/0?e=2159024400&v=beta&t=FGL_rjKGB1OxmTiYFpdp1CMM7jRP8Kr-tEJ26VdwKTc
IW_SANDBOX_BLPIIT21,https://media-exp1.licdn.com/dms/image/C510BAQH7cM0oTvJn_Q/company-logo_200_200/0/1519922994050?e=2159024400&v=beta&t=6SN3pBven7990maaNWzVzI2MGYMtO4ATZPqvXzYQF4g
ADIGE_CORP_DE_BPAAIT2B,https://transfersupermarket-c72e.kxcdn.com/site/uploads/2017/03/volksbank-logo.jpg
